account_id,segment,industry,plan_core,addon_finance_active,months_since_finance_activation,invoices_issued_count,nf_issued_count,ap_bills_created,ar_bills_created,bank_reconciliations_run,auto_rules_configured,finance_users_active,logins_total,finance_module_sessions,finance_related_tickets,avg_resolution_time_finance_tickets_min,ticket_topic_top,finance_addon_churned,account_total_churned,nps_finance,mrr_finance,os,browser
ACC-10547,SMB,SaaS,Pro,false,11,1,4,3,1,1,2,0,8,2,0,33,Erro NF-e,false,false,5,106.42,Windows,Chrome
ACC-10548,Mid-market,Indústria,Starter,false,0,6,0,3,4,2,1,2,13,3,2,59,Erro NF-e,false,false,10,80.70,Windows,Safari
ACC-10549,Mid-market,SaaS,Enterprise,false,21,5,1,0,3,2,2,1,6,8,3,38,Erro NF-e,false,false,7,150.34,Linux,Firefox
ACC-10550,SMB,Varejo,Enterprise,true,10,5,3,1,4,5,2,1,10,8,1,23,Integração bancária,false,false,4,80.67,Windows,Chrome
ACC-10551,Mid-market,Varejo,Starter,true,12,3,1,0,2,3,0,3,12,6,2,52,Erro NF-e,false,false,7,133.12,Mac,Chrome
ACC-10552,Mid-market,Varejo,Pro,false,19,7,1,5,7,3,0,3,9,5,1,52,Dúvida de configuração,false,false,2,74.20,Windows,Edge
ACC-10553,SMB,Varejo,Pro,true,15,5,0,2,7,6,1,1,8,6,1,18,Erro NF-e,true,false,9,63.15,Mac,Edge
ACC-10554,SMB,Varejo,Starter,false,19,7,1,1,5,2,1,3,12,2,0,46,Erro NF-e,false,false,2,82.77,Windows,Firefox
ACC-10555,Mid-market,Indústria,Starter,false,8,5,2,3,1,2,0,1,11,6,1,35,Integração bancária,false,false,9,140.98,Linux,Chrome
ACC-10556,SMB,Varejo,Starter,false,17,8,1,2,2,3,1,2,11,7,1,16,Erro NF-e,false,false,10,148.24,Windows,Edge
ACC-10557,Enterprise,Varejo,Pro,false,3,7,4,2,2,1,2,3,10,8,0,13,Suporte geral,false,false,10,110.87,Linux,Chrome
ACC-10558,Mid-market,Varejo,Pro,true,9,7,1,2,8,4,4,1,9,7,1,72,Erro NF-e,false,false,6,111.73,Windows,Safari
ACC-10559,Mid-market,Serviços,Pro,false,19,4,0,3,5,2,0,1,13,2,0,27,Dúvida de configuração,false,false,3,118.30,Windows,Chrome
ACC-10560,Mid-market,Serviços,Starter,true,20,4,0,6,8,0,1,2,11,6,1,15,Dúvida de configuração,true,false,0,150.72,Mac,Chrome
ACC-10561,Mid-market,Serviços,Starter,false,4,3,3,3,9,1,2,2,8,3,1,38,Integração bancária,true,false,3,119.73,Mac,Chrome
ACC-10562,SMB,Varejo,Pro,false,11,6,1,4,4,0,3,1,11,4,0,35,Integração bancária,false,false,2,47.21,Linux,Chrome
ACC-10563,SMB,Indústria,Pro,true,17,3,1,1,3,0,0,4,8,9,3,28,Dúvida de configuração,false,false,6,19.10,Windows,Firefox
ACC-10564,SMB,Varejo,Pro,true,20,6,3,4,4,0,3,1,10,3,1,47,Bug de fatura,false,false,0,82.42,Windows,Chrome
ACC-10565,Enterprise,Varejo,Starter,false,0,5,1,3,10,2,2,1,8,5,0,42,Integração bancária,true,false,2,109.96,Windows,Chrome
ACC-10566,SMB,SaaS,Enterprise,true,6,7,1,7,6,1,0,1,12,3,0,6,Integração bancária,false,false,8,168.67,Windows,Chrome
ACC-10567,SMB,Indústria,Enterprise,true,20,5,1,7,4,2,0,0,13,3,1,45,Integração bancária,false,false,1,96.35,Windows,Chrome
ACC-10568,Mid-market,Serviços,Pro,true,5,4,2,3,1,1,1,7,6,3,1,40,Dúvida de configuração,false,false,6,108.73,Mac,Firefox
ACC-10569,SMB,SaaS,Pro,true,7,3,2,7,4,3,0,1,8,8,1,57,Integração bancária,false,false,3,145.32,Mac,Edge
ACC-10570,Enterprise,Serviços,Enterprise,false,19,7,2,0,4,7,0,0,6,8,2,45,Dúvida de configuração,true,false,4,107.96,Windows,Chrome
ACC-10571,SMB,SaaS,Starter,false,11,6,2,2,1,4,1,2,7,5,0,32,Integração bancária,false,false,6,44.04,Mac,Edge
ACC-10572,SMB,SaaS,Starter,true,15,1,2,1,6,0,1,4,13,3,0,6,Erro NF-e,false,false,8,128.22,Windows,Chrome
ACC-10573,Mid-market,Serviços,Starter,false,6,7,1,7,6,4,1,1,11,10,0,45,Erro NF-e,false,false,8,114.19,Windows,Chrome
ACC-10574,SMB,Serviços,Pro,true,20,7,1,3,5,1,1,3,5,4,1,39,Integração bancária,false,false,10,77.93,Windows,Chrome
ACC-10575,Mid-market,Varejo,Enterprise,true,19,3,3,1,3,5,2,6,11,5,2,60,Integração bancária,false,false,7,57.73,Windows,Firefox
ACC-10576,SMB,Varejo,Starter,false,18,6,4,3,4,0,4,1,9,3,1,5,Bug de fatura,false,false,4,156.89,Windows,Firefox
ACC-10577,SMB,Varejo,Enterprise,false,4,9,0,3,2,3,1,3,7,7,0,31,Erro NF-e,false,false,8,100.36,Linux,Chrome
ACC-10578,SMB,Varejo,Starter,false,5,2,1,3,7,3,0,2,6,10,1,39,Erro NF-e,true,false,0,82.43,Windows,Firefox
ACC-10579,Mid-market,SaaS,Starter,false,5,2,4,3,2,1,0,0,11,5,2,29,Dúvida de configuração,false,false,7,88.51,Windows,Chrome
ACC-10580,Mid-market,Varejo,Enterprise,true,7,5,0,3,3,2,4,1,9,7,0,35,Bug de fatura,true,false,9,113.87,Mac,Chrome
ACC-10581,Mid-market,Indústria,Starter,true,19,8,2,4,6,2,2,2,12,3,0,42,Integração bancária,false,false,1,130.36,Linux,Chrome
ACC-10582,SMB,Varejo,Enterprise,false,8,5,2,4,3,0,0,2,11,4,0,52,Integração bancária,false,false,10,51.72,Mac,Firefox
ACC-10583,SMB,SaaS,Enterprise,false,20,8,2,2,4,3,1,2,12,6,4,25,Suporte geral,false,false,2,125.79,Windows,Chrome
ACC-10584,SMB,Serviços,Pro,false,6,6,3,2,6,3,1,1,11,5,0,42,Erro NF-e,false,false,6,189.69,Mac,Chrome
ACC-10585,SMB,Serviços,Starter,true,15,4,2,3,1,3,1,2,8,8,1,51,Erro NF-e,false,false,1,122.81,Windows,Chrome
ACC-10586,SMB,Indústria,Enterprise,true,18,2,2,1,4,1,3,2,9,4,1,48,Dúvida de configuração,false,false,2,74.05,Windows,Chrome
ACC-10587,SMB,Indústria,Pro,false,22,3,1,3,0,3,1,3,16,7,1,2,Erro NF-e,false,false,4,97.12,Windows,Chrome
ACC-10588,SMB,Serviços,Starter,false,11,3,2,1,2,1,3,3,8,3,0,32,Bug de fatura,false,false,7,176.65,Windows,Chrome
ACC-10589,Mid-market,Serviços,Enterprise,true,5,3,2,1,4,2,0,3,10,4,1,46,Dúvida de configuração,false,false,10,170.56,Windows,Chrome
ACC-10590,SMB,Serviços,Starter,true,11,10,3,1,8,2,0,2,5,7,1,39,Suporte geral,false,false,3,72.24,Windows,Chrome
ACC-10591,Mid-market,Serviços,Starter,false,8,3,1,4,5,3,1,1,14,6,0,17,Integração bancária,false,false,10,93.70,Linux,Chrome
ACC-10592,SMB,SaaS,Enterprise,false,3,4,3,6,4,2,0,2,11,6,0,37,Dúvida de configuração,false,false,1,131.11,Mac,Safari
ACC-10593,SMB,Varejo,Pro,false,15,3,2,7,5,1,0,0,4,4,2,50,Integração bancária,false,false,3,31.23,Windows,Firefox
ACC-10594,SMB,Varejo,Starter,false,0,5,1,4,9,2,3,1,9,2,1,48,Erro NF-e,false,false,4,59.10,Windows,Chrome
ACC-10595,SMB,Varejo,Starter,true,3,5,2,0,8,1,0,1,15,4,0,47,Integração bancária,false,false,6,152.33,Mac,Chrome
ACC-10596,Mid-market,Varejo,Starter,true,17,6,2,1,2,4,2,0,13,6,0,29,Erro NF-e,false,true,10,160.74,Mac,Chrome
ACC-10597,SMB,Varejo,Pro,true,20,3,4,3,3,1,0,4,6,8,0,46,Dúvida de configuração,false,false,8,172.53,Linux,Safari
ACC-10598,Mid-market,SaaS,Starter,false,8,2,2,3,8,0,1,4,10,8,1,34,Integração bancária,false,false,5,90.41,Mac,Chrome
ACC-10599,Mid-market,Indústria,Enterprise,false,3,7,2,7,1,3,0,3,12,4,2,39,Integração bancária,false,false,3,98.35,Mac,Firefox
ACC-10600,SMB,Varejo,Starter,true,18,7,1,2,4,1,1,0,10,4,0,42,Erro NF-e,false,true,0,137.40,Linux,Chrome
ACC-10601,Mid-market,Serviços,Starter,true,19,7,3,4,5,0,1,3,7,4,1,38,Integração bancária,false,false,7,87.11,Windows,Firefox
ACC-10602,SMB,SaaS,Starter,true,12,7,5,2,5,3,3,1,14,4,0,30,Integração bancária,false,false,0,117.71,Mac,Chrome
ACC-10603,SMB,Varejo,Starter,true,4,10,1,2,1,1,4,3,13,4,0,44,Integração bancária,false,false,2,134.63,Windows,Chrome
ACC-10604,Enterprise,Serviços,Pro,true,3,7,2,6,8,1,1,3,8,2,2,9,Erro NF-e,false,true,2,62.59,Windows,Firefox
ACC-10605,Mid-market,Serviços,Starter,true,20,5,0,3,1,0,1,3,6,2,0,34,Erro NF-e,false,false,9,75.00,Windows,Firefox
ACC-10606,SMB,Serviços,Starter,false,7,3,1,0,1,2,1,3,8,2,0,22,Bug de fatura,false,false,0,41.23,Linux,Chrome
ACC-10607,Mid-market,Indústria,Pro,true,12,4,1,5,7,0,1,1,8,10,3,30,Integração bancária,false,false,4,139.13,Mac,Safari
ACC-10608,SMB,Varejo,Starter,false,13,5,4,4,3,0,1,3,11,2,1,11,Bug de fatura,false,false,8,122.76,Windows,Chrome
ACC-10609,SMB,Indústria,Starter,false,22,4,5,1,3,3,0,6,13,7,0,38,Erro NF-e,false,false,1,100.66,Windows,Firefox
ACC-10610,SMB,Serviços,Starter,false,19,5,1,3,10,0,1,1,11,5,1,33,Dúvida de configuração,true,false,5,93.59,Windows,Edge
ACC-10611,SMB,Serviços,Pro,false,18,4,1,3,3,2,2,3,7,5,1,24,Erro NF-e,false,false,3,124.15,Windows,Chrome
ACC-10612,Enterprise,Serviços,Enterprise,true,9,4,5,1,3,1,1,2,8,4,0,50,Integração bancária,false,false,5,83.50,Mac,Firefox
ACC-10613,Mid-market,Serviços,Starter,false,16,4,4,3,3,2,0,1,7,2,2,34,Bug de fatura,false,false,3,89.88,Windows,Chrome
ACC-10614,SMB,Serviços,Starter,false,5,7,1,0,2,0,0,3,9,3,0,7,Dúvida de configuração,false,false,1,109.99,Mac,Chrome
ACC-10615,SMB,Varejo,Starter,true,16,4,2,2,4,2,1,2,11,8,0,40,Erro NF-e,false,false,7,35.25,Windows,Chrome
ACC-10616,Mid-market,Varejo,Starter,true,5,9,0,2,10,2,1,1,11,5,1,44,Bug de fatura,false,false,2,179.83,Linux,Firefox
ACC-10617,Mid-market,Serviços,Enterprise,false,1,2,1,5,2,1,0,2,13,8,1,32,Erro NF-e,false,false,8,6.37,Windows,Chrome
ACC-10618,SMB,Serviços,Pro,false,16,2,4,3,5,3,0,3,9,6,1,8,Suporte geral,true,false,9,140.77,Windows,Firefox
ACC-10619,SMB,Serviços,Starter,true,6,2,2,4,1,2,2,2,11,2,0,0,Erro NF-e,false,false,0,129.12,Windows,Chrome
ACC-10620,SMB,SaaS,Starter,true,14,7,1,3,7,1,2,4,12,3,2,27,Bug de fatura,false,true,0,55.12,Windows,Chrome
ACC-10621,Enterprise,Varejo,Starter,true,4,7,0,3,5,0,1,1,7,5,1,56,Erro NF-e,false,false,0,113.69,Windows,Chrome
ACC-10622,SMB,SaaS,Pro,true,11,5,2,2,7,2,1,2,14,3,1,0,Dúvida de configuração,false,false,2,64.44,Linux,Firefox
ACC-10623,SMB,Serviços,Pro,false,5,7,5,1,2,0,1,1,9,7,1,28,Erro NF-e,true,false,0,92.55,Windows,Chrome
ACC-10624,Mid-market,Indústria,Enterprise,false,18,7,3,5,4,1,0,1,10,3,2,0,Dúvida de configuração,false,false,4,89.83,Windows,Chrome
ACC-10625,Enterprise,Serviços,Starter,true,13,3,2,4,3,2,1,2,16,3,2,35,Erro NF-e,false,true,10,178.33,Windows,Chrome
ACC-10626,Mid-market,Varejo,Pro,true,16,3,2,3,2,2,0,2,10,3,0,0,Erro NF-e,false,false,3,62.20,Windows,Edge
ACC-10627,SMB,Varejo,Starter,false,10,6,3,3,5,2,0,0,10,5,1,23,Integração bancária,false,false,10,106.26,Windows,Chrome
ACC-10628,SMB,Serviços,Starter,true,8,5,1,0,2,3,0,3,7,5,3,33,Dúvida de configuração,false,false,0,158.06,Mac,Firefox
ACC-10629,Mid-market,Serviços,Pro,true,14,7,2,4,2,2,2,3,15,3,1,21,Erro NF-e,true,false,6,159.49,Mac,Chrome
ACC-10630,Mid-market,Varejo,Starter,true,19,6,2,1,4,0,1,1,10,4,1,49,Bug de fatura,true,false,2,23.78,Windows,Chrome
ACC-10631,SMB,Varejo,Pro,true,19,6,2,2,2,1,0,0,17,4,2,38,Erro NF-e,true,false,1,70.93,Windows,Chrome
ACC-10632,SMB,Serviços,Pro,false,4,3,2,0,7,1,1,0,6,6,0,41,Suporte geral,false,false,3,116.48,Linux,Chrome
ACC-10633,Mid-market,Varejo,Starter,false,10,6,3,2,7,1,2,2,11,5,1,42,Erro NF-e,false,false,1,31.67,Windows,Firefox
ACC-10634,SMB,Indústria,Pro,false,15,5,1,2,4,0,2,2,14,3,1,37,Dúvida de configuração,false,false,7,159.25,Mac,Chrome
ACC-10635,SMB,Varejo,Starter,true,16,6,0,1,4,1,3,2,7,5,0,15,Erro NF-e,true,false,3,82.34,Windows,Chrome
ACC-10636,SMB,SaaS,Enterprise,false,23,7,0,2,3,3,3,1,11,6,0,27,Integração bancária,false,false,9,36.81,Windows,Chrome
ACC-10637,Mid-market,Varejo,Starter,false,21,6,0,4,2,1,0,1,9,13,1,31,Dúvida de configuração,false,false,3,43.08,Windows,Chrome
ACC-10638,Mid-market,Varejo,Enterprise,false,22,9,2,3,1,1,0,3,9,7,0,27,Bug de fatura,false,false,10,33.13,Windows,Firefox
ACC-10639,Mid-market,Serviços,Enterprise,true,21,6,1,0,8,4,2,2,7,5,0,0,Integração bancária,true,true,6,149.13,Windows,Firefox
ACC-10640,SMB,Serviços,Starter,true,21,6,3,5,8,1,1,8,12,5,1,47,Integração bancária,false,false,10,119.98,Windows,Chrome
ACC-10641,SMB,Serviços,Enterprise,false,14,4,5,6,5,3,0,0,9,5,1,24,Erro NF-e,false,false,8,107.71,Linux,Chrome
ACC-10642,SMB,Varejo,Pro,false,11,5,6,4,3,3,0,3,8,4,1,37,Erro NF-e,false,false,0,108.44,Windows,Safari
ACC-10643,SMB,Serviços,Starter,false,5,3,2,5,4,4,1,1,7,5,3,26,Erro NF-e,false,false,1,141.48,Mac,Chrome
ACC-10644,SMB,SaaS,Pro,false,8,4,5,2,4,1,1,2,15,3,0,40,Integração bancária,false,false,8,182.17,Windows,Chrome
ACC-10645,Mid-market,Indústria,Pro,false,15,2,2,2,2,2,0,3,12,9,2,34,Erro NF-e,false,true,6,191.16,Mac,Chrome
ACC-10646,Enterprise,Serviços,Starter,false,16,2,1,8,2,0,0,3,13,5,0,37,Integração bancária,false,false,2,149.12,Windows,Chrome
ACC-10647,Mid-market,Varejo,Starter,false,11,11,1,3,2,3,0,4,4,6,3,23,Suporte geral,false,false,9,78.32,Linux,Chrome
ACC-10648,Enterprise,SaaS,Pro,false,23,8,3,2,1,2,1,4,10,9,1,29,Integração bancária,false,false,8,53.79,Windows,Firefox
ACC-10649,Enterprise,Varejo,Starter,false,11,10,1,6,3,2,2,3,7,6,2,58,Integração bancária,false,false,3,113.84,Windows,Chrome
ACC-10650,SMB,Indústria,Starter,false,11,5,1,1,6,3,0,2,12,5,0,16,Erro NF-e,false,false,9,49.40,Windows,Firefox
ACC-10651,Mid-market,Varejo,Starter,true,16,6,0,0,5,2,0,1,3,3,1,32,Integração bancária,false,false,10,73.84,Windows,Chrome
ACC-10652,SMB,SaaS,Starter,true,4,2,2,3,9,7,0,4,12,3,2,38,Dúvida de configuração,false,false,3,82.13,Windows,Safari
ACC-10653,SMB,Varejo,Starter,false,13,2,1,2,3,1,1,1,7,9,0,48,Dúvida de configuração,false,false,3,68.88,Windows,Edge
ACC-10654,Mid-market,SaaS,Pro,true,14,5,2,5,2,4,2,2,8,4,1,7,Dúvida de configuração,false,false,0,42.06,Windows,Firefox
ACC-10655,SMB,Varejo,Starter,false,16,3,6,2,5,2,0,0,8,2,0,15,Erro NF-e,false,false,8,38.03,Mac,Firefox
ACC-10656,SMB,SaaS,Starter,true,18,5,2,4,3,1,1,1,8,9,1,38,Integração bancária,false,false,6,0.00,Windows,Chrome
ACC-10657,SMB,Varejo,Starter,false,14,5,2,1,3,0,0,2,6,2,2,28,Bug de fatura,false,false,0,53.94,Windows,Firefox
ACC-10658,SMB,SaaS,Enterprise,false,5,5,1,2,5,3,1,6,9,2,0,20,Erro NF-e,false,false,0,179.05,Windows,Chrome
ACC-10659,SMB,Varejo,Pro,false,22,6,1,3,9,4,0,4,8,7,0,42,Dúvida de configuração,true,false,6,61.71,Windows,Edge
ACC-10660,SMB,Serviços,Pro,true,7,2,1,1,5,1,1,1,10,7,3,41,Integração bancária,false,false,9,86.19,Windows,Chrome
ACC-10661,SMB,Serviços,Pro,false,17,7,3,3,5,2,3,3,4,4,1,27,Erro NF-e,false,false,2,75.37,Windows,Chrome
ACC-10662,SMB,Varejo,Starter,false,3,1,2,3,7,5,0,0,8,4,1,13,Suporte geral,true,false,9,149.70,Windows,Chrome
ACC-10663,SMB,Serviços,Starter,false,11,4,5,2,5,2,4,3,6,7,0,1,Erro NF-e,false,false,0,123.50,Windows,Chrome
ACC-10664,Enterprise,Varejo,Pro,false,12,8,0,3,0,1,2,4,12,2,3,0,Erro NF-e,false,false,0,101.31,Linux,Chrome
ACC-10665,SMB,Varejo,Starter,false,6,9,3,2,7,2,1,2,11,5,0,45,Erro NF-e,true,false,1,156.06,Windows,Chrome
ACC-10666,SMB,Varejo,Starter,true,1,6,4,5,6,0,0,0,8,4,1,36,Dúvida de configuração,false,false,1,109.63,Linux,Firefox
ACC-10667,SMB,SaaS,Pro,true,18,9,3,2,3,0,0,0,16,4,2,50,Integração bancária,false,false,1,26.87,Windows,Edge
ACC-10668,SMB,Varejo,Starter,false,10,1,1,0,4,1,2,0,8,2,0,25,Suporte geral,false,false,8,92.85,Windows,Chrome
ACC-10669,Mid-market,Varejo,Starter,false,15,3,2,1,1,1,1,1,10,4,2,22,Suporte geral,false,false,4,154.76,Windows,Chrome
ACC-10670,SMB,Serviços,Pro,false,19,1,3,1,5,0,0,2,9,6,0,12,Integração bancária,false,false,8,137.67,Linux,Chrome
ACC-10671,SMB,Varejo,Pro,true,8,6,1,4,5,2,0,1,13,5,0,36,Integração bancária,false,false,10,67.97,Mac,Safari
ACC-10672,SMB,Varejo,Pro,false,4,4,1,1,4,1,1,2,9,8,1,21,Erro NF-e,false,false,1,92.39,Windows,Chrome
ACC-10673,SMB,Serviços,Starter,true,15,4,0,2,3,0,0,3,11,7,3,31,Dúvida de configuração,false,false,8,181.00,Windows,Chrome
ACC-10674,Mid-market,Varejo,Pro,false,18,3,3,4,4,3,0,4,7,3,2,37,Integração bancária,false,false,6,106.13,Mac,Chrome
ACC-10675,Mid-market,Serviços,Pro,true,2,2,3,2,4,1,0,3,15,7,1,33,Erro NF-e,false,false,4,114.24,Windows,Edge
ACC-10676,SMB,Indústria,Pro,false,23,6,1,1,6,1,0,2,9,3,4,47,Erro NF-e,false,false,8,69.74,Windows,Chrome
ACC-10677,Mid-market,Varejo,Starter,false,20,10,2,2,0,3,0,2,9,7,2,33,Integração bancária,false,false,1,0.00,Windows,Safari
ACC-10678,Mid-market,Varejo,Starter,false,10,1,1,2,3,1,2,2,15,3,2,12,Erro NF-e,false,false,2,108.39,Linux,Chrome
ACC-10679,SMB,Serviços,Starter,true,5,4,0,2,2,4,0,1,9,4,0,54,Erro NF-e,false,false,1,26.93,Windows,Chrome
ACC-10680,SMB,Indústria,Starter,true,16,3,3,0,5,0,1,0,14,4,0,39,Dúvida de configuração,false,false,1,114.48,Windows,Firefox
ACC-10681,SMB,SaaS,Pro,true,23,4,2,7,5,4,2,1,11,2,2,33,Suporte geral,false,false,9,70.49,Mac,Chrome
ACC-10682,SMB,Serviços,Starter,true,3,4,0,3,5,1,2,2,8,3,1,37,Suporte geral,false,false,6,147.51,Mac,Chrome
ACC-10683,SMB,Varejo,Starter,false,23,9,3,1,0,2,2,3,13,5,2,63,Integração bancária,true,false,4,158.10,Windows,Firefox
ACC-10684,Mid-market,Serviços,Starter,true,22,7,4,2,6,1,0,3,11,6,0,28,Bug de fatura,false,false,2,77.77,Windows,Chrome
ACC-10685,Mid-market,Serviços,Enterprise,true,7,5,2,2,3,3,2,2,16,6,1,58,Integração bancária,false,false,7,94.33,Windows,Chrome
ACC-10686,SMB,Serviços,Starter,true,2,4,2,6,5,2,0,1,15,5,2,34,Erro NF-e,false,false,3,84.33,Mac,Edge
ACC-10687,SMB,SaaS,Starter,true,3,2,1,3,4,2,1,3,14,5,2,5,Dúvida de configuração,true,true,5,76.52,Windows,Chrome
ACC-10688,Mid-market,Serviços,Starter,true,10,7,0,6,4,2,0,2,10,4,1,24,Integração bancária,false,false,8,144.36,Windows,Chrome
ACC-10689,SMB,Varejo,Starter,false,20,3,0,4,0,2,0,1,6,10,0,15,Erro NF-e,false,false,1,0.00,Windows,Chrome
ACC-10690,Mid-market,Varejo,Pro,false,19,7,1,4,3,2,2,0,5,1,1,20,Erro NF-e,false,false,3,77.47,Windows,Chrome
ACC-10691,SMB,SaaS,Pro,false,20,5,4,4,6,1,0,1,12,6,0,49,Erro NF-e,false,false,5,157.83,Windows,Firefox
ACC-10692,Enterprise,Varejo,Starter,true,2,6,1,4,3,1,0,0,14,6,1,29,Erro NF-e,false,false,5,52.59,Windows,Safari
ACC-10693,Enterprise,Varejo,Pro,true,17,8,1,1,6,2,3,2,10,7,2,27,Dúvida de configuração,false,false,0,127.51,Windows,Firefox
ACC-10694,Mid-market,SaaS,Pro,true,3,13,1,1,6,0,0,1,7,3,0,21,Bug de fatura,false,false,0,82.58,Windows,Chrome
ACC-10695,Mid-market,Serviços,Starter,true,13,6,2,5,5,0,1,0,11,2,3,67,Integração bancária,false,false,1,154.98,Windows,Chrome
ACC-10696,SMB,Serviços,Pro,true,23,4,2,5,3,0,1,3,8,2,4,31,Erro NF-e,false,false,5,58.41,Windows,Chrome
ACC-10697,SMB,Indústria,Starter,true,21,4,1,3,7,1,2,1,8,3,0,45,Dúvida de configuração,false,false,10,74.82,Mac,Chrome
ACC-10698,SMB,Varejo,Starter,false,2,3,0,0,3,2,2,3,15,8,0,20,Integração bancária,false,false,9,190.67,Windows,Chrome
ACC-10699,SMB,SaaS,Starter,false,4,6,1,4,4,0,2,2,10,3,2,14,Suporte geral,false,false,8,41.95,Windows,Chrome
ACC-10700,SMB,Varejo,Starter,false,6,9,2,2,6,1,1,1,11,5,1,56,Suporte geral,true,false,4,56.60,Windows,Chrome
ACC-10701,SMB,Varejo,Starter,true,20,4,1,1,3,2,1,2,7,7,0,30,Erro NF-e,true,false,8,53.00,Mac,Firefox
ACC-10702,SMB,Serviços,Starter,true,5,8,2,2,6,3,2,2,6,4,0,4,Erro NF-e,false,false,10,94.27,Windows,Safari
ACC-10703,Mid-market,Varejo,Enterprise,false,2,3,2,4,2,1,3,5,11,4,1,33,Erro NF-e,false,false,0,11.94,Linux,Chrome
ACC-10704,Mid-market,Varejo,Starter,false,16,6,2,3,8,1,0,0,7,7,1,34,Integração bancária,false,false,6,113.07,Windows,Firefox
ACC-10705,SMB,Serviços,Starter,true,6,4,1,2,4,0,1,0,11,2,5,22,Integração bancária,false,false,3,200.12,Windows,Firefox
ACC-10706,SMB,Varejo,Enterprise,false,13,1,0,7,6,2,1,2,13,2,1,51,Bug de fatura,false,false,10,111.11,Windows,Chrome
ACC-10707,Mid-market,Indústria,Pro,false,12,6,0,2,3,3,2,3,6,7,1,40,Erro NF-e,false,false,8,161.58,Linux,Chrome
ACC-10708,SMB,Varejo,Pro,false,8,4,2,4,4,4,0,3,10,6,0,47,Integração bancária,false,false,8,58.55,Mac,Edge
ACC-10709,Mid-market,Varejo,Enterprise,false,1,7,1,5,5,0,3,2,9,3,0,55,Erro NF-e,false,false,6,168.00,Windows,Chrome
ACC-10710,Mid-market,Varejo,Pro,false,6,6,4,4,6,2,0,2,8,5,2,46,Integração bancária,false,false,1,146.33,Windows,Chrome
ACC-10711,Mid-market,Indústria,Pro,true,20,9,0,2,2,1,0,0,4,2,0,29,Erro NF-e,true,false,1,120.18,Mac,Safari
ACC-10712,Mid-market,Varejo,Starter,true,5,2,3,2,2,3,1,4,4,5,1,6,Suporte geral,false,false,10,58.97,Mac,Chrome
ACC-10713,SMB,Serviços,Pro,false,5,6,3,5,5,4,1,4,8,4,2,21,Suporte geral,false,false,1,160.21,Windows,Firefox
ACC-10714,Mid-market,Varejo,Enterprise,true,17,7,3,1,5,1,3,2,12,2,2,40,Integração bancária,false,false,9,91.83,Mac,Safari
ACC-10715,SMB,Serviços,Pro,true,14,7,0,3,4,1,2,2,14,2,0,44,Integração bancária,false,false,8,84.33,Windows,Chrome
ACC-10716,SMB,Serviços,Starter,true,21,3,1,6,3,3,1,4,8,7,2,49,Erro NF-e,false,false,6,169.45,Windows,Edge
ACC-10717,Mid-market,Serviços,Starter,false,0,7,2,1,5,2,1,2,8,6,1,57,Erro NF-e,false,false,4,79.85,Windows,Chrome
ACC-10718,Mid-market,Varejo,Pro,false,5,3,2,0,4,1,3,0,16,4,1,25,Dúvida de configuração,false,false,4,71.00,Windows,Edge
ACC-10719,SMB,Serviços,Pro,true,16,4,2,4,4,3,1,3,4,3,0,43,Dúvida de configuração,true,false,5,89.56,Windows,Firefox
ACC-10720,Enterprise,SaaS,Starter,false,5,5,2,6,2,1,2,1,10,6,0,32,Dúvida de configuração,false,false,6,138.25,Mac,Chrome
ACC-10721,SMB,Serviços,Pro,false,1,4,3,2,4,3,0,1,8,3,0,34,Integração bancária,false,false,6,147.75,Mac,Chrome
ACC-10722,Mid-market,Serviços,Starter,false,8,7,4,3,4,1,2,4,6,11,1,13,Integração bancária,true,false,8,55.72,Windows,Chrome
ACC-10723,Mid-market,SaaS,Pro,false,5,5,0,2,2,2,1,1,10,6,0,36,Integração bancária,false,false,5,36.23,Windows,Chrome
ACC-10724,SMB,Serviços,Starter,false,2,14,1,3,3,1,0,2,9,6,0,21,Integração bancária,false,false,8,86.58,Linux,Safari
ACC-10725,Enterprise,Serviços,Pro,false,20,6,0,2,2,3,0,2,14,4,3,31,Erro NF-e,false,false,4,130.29,Windows,Chrome
ACC-10726,SMB,Serviços,Pro,false,8,2,2,4,7,2,0,1,11,9,2,52,Integração bancária,false,false,2,122.68,Windows,Edge
ACC-10727,SMB,SaaS,Starter,false,6,5,2,2,4,2,1,3,12,3,0,38,Integração bancária,true,false,1,113.22,Mac,Firefox
ACC-10728,SMB,Varejo,Pro,false,0,6,2,0,1,2,0,3,9,6,0,55,Suporte geral,false,false,9,70.02,Windows,Chrome
ACC-10729,Enterprise,SaaS,Starter,false,11,6,1,4,2,2,3,0,6,3,0,25,Erro NF-e,false,false,0,144.71,Windows,Firefox
ACC-10730,SMB,Serviços,Starter,false,23,2,2,1,9,0,0,3,8,4,1,32,Erro NF-e,false,false,0,30.84,Windows,Chrome
ACC-10731,Mid-market,Varejo,Enterprise,false,16,3,0,3,6,5,2,3,9,5,2,24,Suporte geral,false,false,5,47.71,Windows,Chrome
ACC-10732,SMB,Varejo,Starter,true,10,6,4,3,2,6,0,1,11,5,1,33,Integração bancária,false,false,8,125.91,Linux,Chrome
